year,eea_cell_code,speciesKey,n,min_coord_uncertainty
1973,1kmE4814N3271,2076859,1,1000
1973,1kmE4814N3271,2077222,1,1000
1973,1kmE4814N3271,2077247,4,1000
1973,1kmE4814N3271,2078312,1,1000
1973,1kmE4814N3271,5158773,2,1000
1973,1kmE4814N3271,5159251,1,1000
1973,1kmE4814N3271,6932000,2,1000
1973,1kmE4814N3271,7982270,1,1000
1973,1kmE4815N3270,2072795,1,1000
1973,1kmE4815N3270,6932000,1,1000
1973,1kmE4815N3271,2073024,1,1000
1973,1kmE4815N3271,2077247,1,1000
1973,1kmE4815N3271,5158773,1,1000
1973,1kmE4888N3362,1940644,1,1000
1973,1kmE4958N3063,1069185,1,1000
1973,1kmE4959N3063,1069185,1,1000
1973,1kmE4970N3206,1419182,1,1000
1973,1kmE4970N3206,5757572,1,1000
1973,1kmE4970N3207,1419182,3,1000
1973,1kmE4970N3208,1419182,2,1000
1973,1kmE4971N3206,1419182,2,1000
1973,1kmE4971N3207,1419182,5,1000
1973,1kmE4971N3208,1419182,1,1000
1973,1kmE5055N3023,1766646,1,1000
1973,1kmE5056N3022,1769958,2,1000
1973,1kmE5056N3022,4458666,1,1000
1973,1kmE5056N3022,4533431,2,1000
1973,1kmE5056N3022,4533433,1,1000
1973,1kmE5056N3023,1773381,1,1000
1973,1kmE5056N3023,1787504,1,1000
1973,1kmE5056N3023,4533431,1,1000
1973,1kmE5056N3023,4533433,1,1000
1973,1kmE5056N3023,4533824,1,1000
1973,1kmE5056N3023,5112362,1,1000
1973,1kmE5057N3023,4533433,1,1000
1973,1kmE5057N3023,4533824,1,1000
1974,1kmE4685N3243,4481433,1,1000
1974,1kmE4685N3244,4481433,7,1000
1974,1kmE4685N3245,4481433,11,1000
1974,1kmE4686N3244,4481433,8,1000
1974,1kmE4686N3245,4481433,5,1000
1974,1kmE4732N3437,1419182,1,1000
1974,1kmE4733N3437,1419182,1,1000
1974,1kmE4733N3437,4470363,1,1000
1974,1kmE4733N3437,5745349,1,1000
1974,1kmE4733N3438,1419182,3,1000
1974,1kmE4768N3127,1419182,1,1000
1974,1kmE4769N3128,1419182,4,1000
1974,1kmE4769N3128,4445145,1,1000
1974,1kmE4813N3270,1067409,2,1000
1974,1kmE4813N3270,1070351,3,1000
1974,1kmE4813N3270,1407884,1,1000
1974,1kmE4813N3270,2072851,17,1000
1974,1kmE4813N3270,2073323,2,1000
1974,1kmE4813N3270,2074434,1,1000
1974,1kmE4813N3270,2074488,1,1000
1974,1kmE4813N3270,2075206,1,1000
1974,1kmE4813N3270,2077580,1,1000
1974,1kmE4813N3270,2078547,1,1000
1974,1kmE4813N3270,6932171,6,1000
1974,1kmE4813N3270,11067653,2,1000
1974,1kmE4813N3270,11381924,1,1000
1974,1kmE4813N3271,1067409,1,1000
1974,1kmE4813N3271,1069044,1,1000
1974,1kmE4813N3271,1069458,1,1000
1974,1kmE4813N3271,1070351,4,1000
1974,1kmE4813N3271,2069580,1,1000
1974,1kmE4813N3271,2072851,21,1000
1974,1kmE4813N3271,2073214,1,1000
1974,1kmE4813N3271,2073323,2,1000
1974,1kmE4813N3271,2074434,2,1000
1974,1kmE4813N3271,2077222,1,1000
1974,1kmE4813N3271,2077495,1,1000
1974,1kmE4813N3271,2078547,4,1000
1974,1kmE4813N3271,5716472,2,1000
1974,1kmE4813N3271,6932171,8,1000
1974,1kmE4814N3270,1067409,3,1000
1974,1kmE4814N3270,1069044,1,1000
1974,1kmE4814N3270,1070351,2,1000
1974,1kmE4814N3270,2072851,21,1000
1974,1kmE4814N3270,2073323,3,1000
1974,1kmE4814N3270,2073401,1,1000
1974,1kmE4814N3270,2074434,1,1000
1974,1kmE4814N3270,2074488,1,1000
1974,1kmE4814N3270,2074498,1,1000
1974,1kmE4814N3270,2075764,1,1000
1974,1kmE4814N3270,2077747,1,1000
1974,1kmE4814N3270,2078481,1,1000
1974,1kmE4814N3270,2078488,1,1000
1974,1kmE4814N3270,2078547,1,1000
1974,1kmE4814N3270,2078564,1,1000
1974,1kmE4814N3270,4481307,1,1000
1974,1kmE4814N3270,5716472,4,1000
1974,1kmE4814N3270,6932171,17,1000
1974,1kmE4814N3270,11067653,1,1000
1974,1kmE4814N3271,1067409,2,1000
1974,1kmE4814N3271,1070351,2,1000
1974,1kmE4814N3271,1070532,2,1000
1974,1kmE4814N3271,1774347,2,1000
1974,1kmE4814N3271,2072851,12,1000
1974,1kmE4814N3271,2073214,1,1000
1974,1kmE4814N3271,2073323,1,1000
1974,1kmE4814N3271,2074419,1,1000
1974,1kmE4814N3271,2074434,2,1000
1974,1kmE4814N3271,2074456,1,1000
1974,1kmE4814N3271,2078547,4,1000
1974,1kmE4814N3271,4481307,2,1000
1974,1kmE4814N3271,6932171,16,1000
1974,1kmE4814N3271,11067653,3,1000
1974,1kmE4814N3271,11372394,1,1000
1974,1kmE4815N3271,2072851,1,1000
1974,1kmE4958N3062,1419182,1,1000
1974,1kmE4959N3062,1069215,1,1000
1974,1kmE4970N3206,1419182,2,1000
1974,1kmE4970N3206,1940644,3,1000
1974,1kmE4970N3206,1940744,1,1000
1974,1kmE4970N3207,1419182,3,1000
1974,1kmE4970N3207,1940644,3,1000
1974,1kmE4970N3207,1940744,1,1000
1974,1kmE4970N3207,2070534,1,1000
1974,1kmE4970N3207,4525777,1,1000
1974,1kmE4970N3208,1419182,1,1000
1974,1kmE4970N3208,1940644,3,1000
1974,1kmE4970N3208,1940744,1,1000
1974,1kmE4971N3206,1940510,1,1000
1974,1kmE4971N3207,1419182,2,1000
1974,1kmE4971N3207,1940644,8,1000
1974,1kmE4971N3207,1940807,1,1000
1974,1kmE4971N3207,4525777,2,1000
1974,1kmE4971N3207,8685330,1,1000
1974,1kmE4971N3208,1419182,3,1000
1974,1kmE4971N3208,1940639,1,1000
1974,1kmE4971N3208,1940644,2,1000
1974,1kmE4971N3208,4525777,1,1000
1974,1kmE4972N3207,1940644,1,1000
1974,1kmE4972N3207,2070534,1,1000
1974,1kmE5055N3023,1794590,1,1000
1974,1kmE5056N3022,1419182,4,1000
1974,1kmE5056N3022,1787504,1,1000
1974,1kmE5056N3022,1794590,1,1000
1974,1kmE5056N3023,1419182,5,1000
1974,1kmE5056N3023,1790651,1,1000
1974,1kmE5056N3024,1419182,1,1000
1974,1kmE5056N3024,1773381,1,1000
1974,1kmE5056N3024,1787504,1,1000
1974,1kmE5057N3022,1419182,1,1000
1974,1kmE5057N3023,1419182,5,1000
1974,1kmE5057N3023,1794590,2,1000
1974,1kmE5057N3024,1773062,1,1000
1974,1kmE5190N3054,1940598,1,1000
1975,1kmE4684N3245,4481433,1,1000
1975,1kmE4685N3244,1419182,1,1000
1975,1kmE4685N3244,4481433,6,1000
1975,1kmE4685N3245,1419182,3,1000
1975,1kmE4685N3245,4481433,6,1000
1975,1kmE4686N3243,1419182,1,1000
1975,1kmE4686N3244,4481433,1,1000
1975,1kmE4686N3245,1419182,2,1000
1975,1kmE4686N3245,4481433,6,1000
1975,1kmE4732N3438,1419182,1,1000
1975,1kmE4733N3437,4988164,1,1000
1975,1kmE4733N3438,1419182,1,1000
1975,1kmE4733N3438,5745344,1,1000
1975,1kmE4754N3296,1419182,1,1000
1975,1kmE4755N3296,1419182,1,1000
1975,1kmE4768N3127,4445171,1,1000
1975,1kmE4768N3128,1419182,2,1000
1975,1kmE4768N3128,8043500,1,1000
1975,1kmE4769N3127,4534225,1,1000
1975,1kmE4769N3128,1419182,1,1000
1975,1kmE4769N3128,8043500,1,1000
1975,1kmE4769N3129,4534225,1,1000
1975,1kmE4775N3259,4994273,1,1000
1975,1kmE4775N3260,4994273,2,1000
1975,1kmE4776N3260,4994273,1,1000
1975,1kmE4813N3270,1068879,1,1000
1975,1kmE4813N3270,1419094,12,1000
1975,1kmE4813N3270,1419182,9,1000
1975,1kmE4813N3270,1774347,1,1000
1975,1kmE4813N3270,4533431,1,1000
1975,1kmE4813N3270,4994128,1,1000
1975,1kmE4813N3270,5050663,1,1000
1975,1kmE4813N3270,5050879,1,1000
1975,1kmE4813N3270,6932171,9,1000
1975,1kmE4813N3271,1068592,1,1000
1975,1kmE4813N3271,1419094,10,1000
1975,1kmE4813N3271,1419182,15,1000
1975,1kmE4813N3271,1774347,1,1000
1975,1kmE4813N3271,2073121,1,1000
1975,1kmE4813N3271,4994128,1,1000
1975,1kmE4813N3271,6932171,16,1000
1975,1kmE4814N3270,1068879,1,1000
1975,1kmE4814N3270,1419094,13,1000
1975,1kmE4814N3270,1419182,22,1000
1975,1kmE4814N3270,1770477,1,1000
1975,1kmE4814N3270,2070648,1,1000
1975,1kmE4814N3270,2073121,1,1000
1975,1kmE4814N3270,2073146,1,1000
1975,1kmE4814N3270,5050663,2,1000
1975,1kmE4814N3270,6932171,9,1000
1975,1kmE4814N3270,12038775,1,1000
1975,1kmE4814N3271,1419094,10,1000
1975,1kmE4814N3271,1419182,12,1000
1975,1kmE4814N3271,1774347,1,1000
1975,1kmE4814N3271,2073146,1,1000
1975,1kmE4814N3271,4533431,1,1000
1975,1kmE4814N3271,6723013,1,1000
1975,1kmE4814N3271,6932171,13,1000
1975,1kmE4814N3271,12038775,1,1000
1975,1kmE4815N3270,6932171,2,1000
1975,1kmE4815N3271,1068391,1,1000
1975,1kmE4815N3271,1419182,1,1000
1975,1kmE4815N3271,6932171,2,1000
1975,1kmE4840N3478,1419182,1,1000
1975,1kmE4841N3477,1419182,3,1000
1975,1kmE4841N3478,1419182,3,1000
1975,1kmE4842N3478,1419182,2,1000
1975,1kmE4842N3479,1419182,1,1000
1975,1kmE4877N3088,1940504,1,1000
1975,1kmE4877N3089,1419182,4,1000
1975,1kmE4878N3088,1419182,2,1000
1975,1kmE4878N3089,1419182,7,1000
1975,1kmE4878N3090,1419182,1,1000
1975,1kmE4879N3089,1419182,3,1000
1975,1kmE4879N3090,1419182,2,1000
1975,1kmE4887N3362,1069044,1,1000
1975,1kmE4887N3362,1419182,1,1000
1975,1kmE4888N3361,1067409,1,1000
1975,1kmE4888N3361,1068592,1,1000
1975,1kmE4888N3361,1070351,1,1000
1975,1kmE4888N3361,1419182,2,1000
1975,1kmE4888N3362,1070351,1,1000
1975,1kmE4888N3362,1419182,4,1000
1975,1kmE4888N3363,1069044,1,1000
1975,1kmE4889N3361,1419182,1,1000
1975,1kmE4889N3362,1419182,2,1000
1975,1kmE5056N3022,1772956,1,1000
1975,1kmE5057N3024,1787506,1,1000
1975,1kmE5072N3304,1419061,1,1000
1975,1kmE5072N3304,5050879,3,1000
1975,1kmE5072N3305,5050879,14,1000
1975,1kmE5073N3304,1419061,7,1000
1975,1kmE5073N3304,5050879,73,1000
1975,1kmE5073N3304,5050990,3,1000
1975,1kmE5073N3305,1419061,2,1000
1975,1kmE5073N3305,1419094,1,1000
1975,1kmE5073N3305,5050663,1,1000
1975,1kmE5073N3305,5050879,92,1000
1975,1kmE5073N3305,5050990,2,1000
1975,1kmE5073N3306,5050879,10,1000
1975,1kmE5074N3304,1419061,1,1000
1975,1kmE5074N3304,5050879,39,1000
1975,1kmE5074N3305,1419061,2,1000
1975,1kmE5074N3305,5050663,2,1000
1975,1kmE5074N3305,5050879,62,1000
1975,1kmE5074N3306,5050879,1,1000
1975,1kmE5076N3127,5050663,1,1000
1975,1kmE5076N3127,5050879,9,1000
1975,1kmE5076N3128,5050879,7,1000
1975,1kmE5077N3126,5050879,5,1000
1975,1kmE5077N3127,5050879,38,1000
1975,1kmE5077N3127,5050990,1,1000
1975,1kmE5077N3128,5050663,1,1000
1975,1kmE5077N3128,5050879,33,1000
1975,1kmE5078N3127,1419094,1,1000
1975,1kmE5078N3127,5050879,27,1000
1975,1kmE5078N3128,5050879,15,1000
1976,1kmE4685N3243,1419182,2,1000
1976,1kmE4685N3244,1419182,10,1000
1976,1kmE4685N3245,1419182,5,1000
1976,1kmE4686N3243,1419182,1,1000
1976,1kmE4686N3244,1419182,7,1000
1976,1kmE4686N3244,9377247,1,1000
1976,1kmE4686N3245,1419182,6,1000
1976,1kmE4686N3245,9377247,1,1000
1976,1kmE4732N3437,1419182,1,1000
1976,1kmE4732N3438,1419182,2,1000
1976,1kmE4732N3438,4989387,2,1000
1976,1kmE4733N3437,1419182,8,1000
1976,1kmE4733N3437,4989387,1,1000
1976,1kmE4733N3438,1419182,4,1000
1976,1kmE4768N3127,1419182,1,1000
1976,1kmE4768N3128,1419182,1,1000
1976,1kmE4769N3127,1419182,2,1000
1976,1kmE4769N3128,1419182,7,1000
1976,1kmE4769N3129,1419182,1,1000
1976,1kmE4770N3127,1419182,2,1000
1976,1kmE4770N3128,1419182,2,1000
1976,1kmE4774N3260,9813725,1,1000
1976,1kmE4776N3260,9813725,1,1000
1976,1kmE4777N3271,1419182,1,1000
1976,1kmE4789N3258,4458446,1,1000
1976,1kmE4790N3257,4458446,1,1000
1976,1kmE4800N3221,1419182,1,1000
1976,1kmE4813N3270,1419182,26,1000
1976,1kmE4813N3270,1774347,1,1000
1976,1kmE4813N3270,1779334,1,1000
1976,1kmE4813N3270,4445171,1,1000
1976,1kmE4813N3271,1407884,1,1000
1976,1kmE4813N3271,1419182,27,1000
1976,1kmE4813N3271,1773163,1,1000
1976,1kmE4813N3271,1773484,1,1000
1976,1kmE4813N3271,4445124,2,1000
1976,1kmE4814N3270,1419182,44,1000
1976,1kmE4814N3270,1774347,1,1000
1976,1kmE4814N3270,4445124,1,1000
1976,1kmE4814N3270,4445171,2,1000
1976,1kmE4814N3270,4533446,1,1000
1976,1kmE4814N3271,1419182,35,1000
1976,1kmE4814N3271,1771531,1,1000
1976,1kmE4814N3271,4445124,1,1000
1976,1kmE4814N3271,4445171,1,1000
1976,1kmE4815N3240,1419182,1,1000
1976,1kmE4815N3270,1419182,1,1000
1976,1kmE4815N3270,1773163,1,1000
1976,1kmE4815N3270,1779334,1,1000
1976,1kmE4815N3271,1407884,1,1000
1976,1kmE4878N3088,1940504,1,1000
1976,1kmE4878N3089,1940504,3,1000
1976,1kmE4879N3089,1940504,2,1000
1976,1kmE4887N3361,1419182,2,1000
1976,1kmE4887N3362,1419182,6,1000
1976,1kmE4888N3361,1419182,9,1000
1976,1kmE4888N3362,1070351,1,1000
1976,1kmE4888N3362,1419182,13,1000
1976,1kmE4888N3363,1419182,4,1000
1976,1kmE4889N3361,1419182,1,1000
1976,1kmE4889N3362,1419182,10,1000
1976,1kmE4889N3363,1419182,1,1000
1976,1kmE5056N3022,1419182,1,1000
1976,1kmE5056N3022,4533824,2,1000
1976,1kmE5056N3023,1419182,1,1000
1976,1kmE5056N3023,4533824,4,1000
1976,1kmE5056N3024,5141493,1,1000
1976,1kmE5057N3022,4533824,2,1000
1976,1kmE5178N3424,1072045,2,1000
1976,1kmE5189N3054,1939879,1,1000
1976,1kmE5190N3054,1940744,1,1000
1977,1kmE4684N3244,5050879,2,1000
1977,1kmE4684N3244,5050990,1,1000
1977,1kmE4685N3243,5050663,1,1000
1977,1kmE4685N3243,5050879,1,1000
1977,1kmE4685N3244,1419061,1,1000
1977,1kmE4685N3244,1419182,6,1000
1977,1kmE4685N3244,5050663,6,1000
1977,1kmE4685N3244,5050728,1,1000
1977,1kmE4685N3244,5050879,9,1000
1977,1kmE4685N3244,5050990,6,1000
1977,1kmE4685N3245,1419182,5,1000
1977,1kmE4685N3245,5050663,2,1000
1977,1kmE4685N3245,5050879,9,1000
1977,1kmE4685N3245,5050990,2,1000
1977,1kmE4686N3243,1419182,1,1000
1977,1kmE4686N3243,5050879,1,1000
1977,1kmE4686N3244,1419182,6,1000
1977,1kmE4686N3244,5050663,6,1000
1977,1kmE4686N3244,5050879,7,1000
1977,1kmE4686N3244,5050990,3,1000
1977,1kmE4686N3245,1419182,1,1000
1977,1kmE4686N3245,5050663,4,1000
1977,1kmE4686N3245,5050879,5,1000
1977,1kmE4686N3245,5050990,4,1000
1977,1kmE4732N3437,1416993,1,1000
1977,1kmE4732N3437,1417259,2,1000
1977,1kmE4732N3437,1419094,5,1000
1977,1kmE4732N3437,1419168,2,1000
1977,1kmE4732N3437,1419182,54,1000
1977,1kmE4732N3437,5050663,71,1000
1977,1kmE4732N3437,5050805,1,1000
1977,1kmE4732N3437,5050879,65,1000
1977,1kmE4732N3437,5050990,27,1000
1977,1kmE4732N3438,1418842,1,1000
1977,1kmE4732N3438,1419061,2,1000
1977,1kmE4732N3438,1419094,4,1000
1977,1kmE4732N3438,1419168,3,1000
1977,1kmE4732N3438,1419182,94,1000
1977,1kmE4732N3438,5050663,109,1000
1977,1kmE4732N3438,5050805,1,1000
1977,1kmE4732N3438,5050879,131,1000
1977,1kmE4732N3438,5050990,35,1000
1977,1kmE4732N3439,1419182,6,1000
1977,1kmE4732N3439,5050663,15,1000
1977,1kmE4732N3439,5050879,10,1000
1977,1kmE4732N3439,5050990,5,1000
1977,1kmE4733N3437,1416993,1,1000
1977,1kmE4733N3437,1417259,1,1000
1977,1kmE4733N3437,1419061,1,1000
1977,1kmE4733N3437,1419094,3,1000
1977,1kmE4733N3437,1419168,2,1000
1977,1kmE4733N3437,1419182,79,1000
1977,1kmE4733N3437,5050663,97,1000
1977,1kmE4733N3437,5050805,1,1000
1977,1kmE4733N3437,5050879,103,1000
1977,1kmE4733N3437,5050990,40,1000
1977,1kmE4733N3438,1417259,1,1000
1977,1kmE4733N3438,1419094,4,1000
1977,1kmE4733N3438,1419168,2,1000
1977,1kmE4733N3438,1419182,94,1000
1977,1kmE4733N3438,5050663,118,1000
1977,1kmE4733N3438,5050805,3,1000
1977,1kmE4733N3438,5050879,133,1000
1977,1kmE4733N3438,5050990,51,1000
1977,1kmE4733N3439,1419061,1,1000
1977,1kmE4733N3439,1419182,11,1000
1977,1kmE4733N3439,5050663,21,1000
1977,1kmE4733N3439,5050879,8,1000
1977,1kmE4733N3439,5050990,8,1000
1977,1kmE4734N3437,1419182,3,1000
1977,1kmE4734N3437,5050663,2,1000
1977,1kmE4734N3437,5050879,3,1000
1977,1kmE4734N3437,5050990,1,1000
1977,1kmE4734N3438,1419182,7,1000
1977,1kmE4734N3438,5050663,6,1000
1977,1kmE4734N3438,5050879,5,1000
1977,1kmE4734N3438,5050990,6,1000
1977,1kmE4770N3128,1419182,2,1000
1977,1kmE4776N3271,1419182,1,1000
1977,1kmE4777N3271,1419182,1,1000
1977,1kmE4791N3259,5112155,1,1000
1977,1kmE4813N3270,1419094,1,1000
1977,1kmE4813N3270,1419182,6,1000
1977,1kmE4813N3270,1773163,1,1000
1977,1kmE4813N3270,1798974,1,1000
1977,1kmE4813N3270,5050663,9,1000
1977,1kmE4813N3270,5050879,5,1000
1977,1kmE4813N3270,5112291,1,1000
1977,1kmE4813N3271,1419182,2,1000
1977,1kmE4813N3271,5050663,2,1000
1977,1kmE4813N3271,5050879,6,1000
1977,1kmE4813N3271,5050990,2,1000
1977,1kmE4814N3269,5050663,1,1000
1977,1kmE4814N3270,1419182,11,1000
1977,1kmE4814N3270,1759407,1,1000
1977,1kmE4814N3270,1774347,1,1000
1977,1kmE4814N3270,5050663,7,1000
1977,1kmE4814N3270,5050879,6,1000
1977,1kmE4814N3270,5050990,1,1000
1977,1kmE4814N3271,1419182,4,1000
1977,1kmE4814N3271,1773163,1,1000
1977,1kmE4814N3271,1774347,1,1000
1977,1kmE4814N3271,5050663,4,1000
1977,1kmE4814N3271,5050879,9,1000
1977,1kmE4814N3271,5050990,1,1000
1977,1kmE4815N3270,5050663,1,1000
1977,1kmE4815N3270,5050879,1,1000
1977,1kmE4815N3271,1419182,1,1000
1977,1kmE4815N3271,5050879,1,1000
1977,1kmE4823N3291,1419182,1,1000
1977,1kmE4840N3477,5050879,1,1000
1977,1kmE4840N3478,1419094,2,1000
1977,1kmE4840N3478,1419182,7,1000
1977,1kmE4840N3478,5050663,7,1000
1977,1kmE4840N3478,5050879,20,1000
1977,1kmE4840N3478,5050990,6,1000
1977,1kmE4840N3479,1419182,2,1000
1977,1kmE4841N3477,1419061,1,1000
1977,1kmE4841N3477,1419094,1,1000
1977,1kmE4841N3477,1419182,34,1000
1977,1kmE4841N3477,5050663,7,1000
1977,1kmE4841N3477,5050879,44,1000
1977,1kmE4841N3477,5050990,14,1000
1977,1kmE4841N3478,1419061,6,1000
1977,1kmE4841N3478,1419094,2,1000
1977,1kmE4841N3478,1419182,60,1000
1977,1kmE4841N3478,5050663,26,1000
1977,1kmE4841N3478,5050879,61,1000
1977,1kmE4841N3478,5050990,13,1000
1977,1kmE4841N3479,1419061,1,1000
1977,1kmE4841N3479,1419094,1,1000
1977,1kmE4841N3479,1419182,17,1000
1977,1kmE4841N3479,5050663,10,1000
1977,1kmE4841N3479,5050879,26,1000
1977,1kmE4841N3479,5050990,13,1000
1977,1kmE4842N3477,1419094,1,1000
1977,1kmE4842N3477,1419182,10,1000
1977,1kmE4842N3477,5050663,2,1000
1977,1kmE4842N3477,5050879,10,1000
1977,1kmE4842N3477,5050990,5,1000
1977,1kmE4842N3478,1419061,5,1000
1977,1kmE4842N3478,1419182,43,1000
1977,1kmE4842N3478,5050663,15,1000
1977,1kmE4842N3478,5050879,38,1000
1977,1kmE4842N3478,5050990,14,1000
1977,1kmE4842N3479,1419061,1,1000
1977,1kmE4842N3479,1419182,9,1000
1977,1kmE4842N3479,5050663,3,1000
1977,1kmE4842N3479,5050879,6,1000
1977,1kmE4842N3479,5050990,3,1000
1977,1kmE4887N3361,1419182,4,1000
1977,1kmE4887N3361,5050663,4,1000
1977,1kmE4887N3361,5050879,10,1000
1977,1kmE4887N3361,5050990,1,1000
1977,1kmE4887N3362,1419061,2,1000
1977,1kmE4887N3362,1419168,1,1000
1977,1kmE4887N3362,1419182,10,1000
1977,1kmE4887N3362,5050663,4,1000
1977,1kmE4887N3362,5050879,50,1000
1977,1kmE4887N3362,5050990,5,1000
1977,1kmE4888N3361,1419061,4,1000
1977,1kmE4888N3361,1419182,23,1000
1977,1kmE4888N3361,1940575,1,1000
1977,1kmE4888N3361,5050663,16,1000
1977,1kmE4888N3361,5050879,82,1000
1977,1kmE4888N3361,5050990,4,1000
1977,1kmE4888N3362,1418842,1,1000
1977,1kmE4888N3362,1419061,4,1000
1977,1kmE4888N3362,1419168,1,1000
1977,1kmE4888N3362,1419182,20,1000
1977,1kmE4888N3362,5050663,13,1000
1977,1kmE4888N3362,5050879,135,1000
1977,1kmE4888N3362,5050990,11,1000
1977,1kmE4888N3363,1419061,1,1000
1977,1kmE4888N3363,1419182,9,1000
1977,1kmE4888N3363,5050663,6,1000
1977,1kmE4888N3363,5050879,26,1000
1977,1kmE4888N3363,5050990,4,1000
1977,1kmE4889N3361,1419061,2,1000
1977,1kmE4889N3361,1419182,10,1000
1977,1kmE4889N3361,5050663,6,1000
1977,1kmE4889N3361,5050879,40,1000
1977,1kmE4889N3361,5050990,2,1000
1977,1kmE4889N3362,1419061,2,1000
1977,1kmE4889N3362,1419182,11,1000
1977,1kmE4889N3362,5050663,14,1000
1977,1kmE4889N3362,5050879,77,1000
1977,1kmE4889N3362,5050990,4,1000
1977,1kmE4889N3363,1419182,2,1000
1977,1kmE4889N3363,5050879,8,1000
1977,1kmE4958N3062,1419182,5,1000
1977,1kmE4958N3063,1419182,6,1000
1977,1kmE4959N3062,1419182,2,1000
1977,1kmE5029N3469,1419061,1,1000
1977,1kmE5029N3469,1419168,1,1000
1977,1kmE5029N3469,1419182,1,1000
1977,1kmE5029N3469,5050663,2,1000
1977,1kmE5029N3469,5050879,24,1000
1977,1kmE5029N3470,1419061,2,1000
1977,1kmE5029N3470,5050879,21,1000
1977,1kmE5030N3469,1419061,1,1000
1977,1kmE5030N3469,5050879,25,1000
1977,1kmE5030N3470,1419168,1,1000
1977,1kmE5030N3470,1419182,1,1000
1977,1kmE5030N3470,5050879,20,1000
1977,1kmE5031N3470,5050879,2,1000
1977,1kmE5056N3023,5141493,1,1000
1977,1kmE5057N3023,4533433,1,1000
1977,1kmE5072N3304,1419061,2,1000
1977,1kmE5072N3304,5050663,20,1000
1977,1kmE5072N3304,5050879,10,1000
1977,1kmE5072N3304,5050990,2,1000
1977,1kmE5072N3305,1419061,3,1000
1977,1kmE5072N3305,5050663,24,1000
1977,1kmE5072N3305,5050879,28,1000
1977,1kmE5072N3305,5050990,9,1000
1977,1kmE5073N3304,1419061,9,1000
1977,1kmE5073N3304,1419078,1,1000
1977,1kmE5073N3304,1419168,3,1000
1977,1kmE5073N3304,1419182,1,1000
1977,1kmE5073N3304,5050663,238,1000
1977,1kmE5073N3304,5050805,3,1000
1977,1kmE5073N3304,5050879,179,1000
1977,1kmE5073N3304,5050990,48,1000
1977,1kmE5073N3305,1419061,8,1000
1977,1kmE5073N3305,1419168,1,1000
1977,1kmE5073N3305,5050663,258,1000
1977,1kmE5073N3305,5050805,5,1000
1977,1kmE5073N3305,5050879,222,1000
1977,1kmE5073N3305,5050990,64,1000
1977,1kmE5073N3306,5050663,27,1000
1977,1kmE5073N3306,5050805,1,1000
1977,1kmE5073N3306,5050879,17,1000
1977,1kmE5073N3306,5050990,6,1000
1977,1kmE5074N3304,1419061,7,1000
1977,1kmE5074N3304,1419168,1,1000
1977,1kmE5074N3304,5050663,146,1000
1977,1kmE5074N3304,5050805,1,1000
1977,1kmE5074N3304,5050879,108,1000
1977,1kmE5074N3304,5050990,18,1000
1977,1kmE5074N3305,1419061,8,1000
1977,1kmE5074N3305,1419078,1,1000
1977,1kmE5074N3305,1419168,2,1000
1977,1kmE5074N3305,5050663,203,1000
1977,1kmE5074N3305,5050805,3,1000
1977,1kmE5074N3305,5050879,136,1000
1977,1kmE5074N3305,5050990,59,1000
1977,1kmE5074N3306,5050663,1,1000
1977,1kmE5074N3306,5050879,7,1000
1977,1kmE5074N3306,5050990,1,1000
1978,1kmE4686N3244,4458531,1,1000
1978,1kmE4686N3245,4458531,1,1000
1978,1kmE4768N3127,1419061,1,1000
1978,1kmE4768N3127,1419182,11,1000
1978,1kmE4768N3127,5050663,29,1000
1978,1kmE4768N3127,5050879,21,1000
1978,1kmE4768N3127,5050990,23,1000
1978,1kmE4768N3128,1419061,1,1000
1978,1kmE4768N3128,1419182,27,1000
1978,1kmE4768N3128,5050663,54,1000
1978,1kmE4768N3128,5050879,70,1000
1978,1kmE4768N3128,5050990,51,1000
1978,1kmE4768N3129,5050663,3,1000
1978,1kmE4768N3129,5050879,1,1000
1978,1kmE4768N3129,5050990,1,1000
1978,1kmE4769N3127,1069185,1,1000
1978,1kmE4769N3127,1419061,2,1000
1978,1kmE4769N3127,1419094,1,1000
1978,1kmE4769N3127,1419182,35,1000
1978,1kmE4769N3127,5050663,93,1000
1978,1kmE4769N3127,5050879,86,1000
1978,1kmE4769N3127,5050990,69,1000
1978,1kmE4769N3128,1069185,1,1000
1978,1kmE4769N3128,1418842,1,1000
1978,1kmE4769N3128,1419061,2,1000
1978,1kmE4769N3128,1419094,1,1000
1978,1kmE4769N3128,1419168,1,1000
1978,1kmE4769N3128,1419182,47,1000
1978,1kmE4769N3128,5050663,118,1000
1978,1kmE4769N3128,5050879,152,1000
1978,1kmE4769N3128,5050953,3,1000
1978,1kmE4769N3128,5050990,102,1000
1978,1kmE4769N3129,1418842,1,1000
1978,1kmE4769N3129,1419182,15,1000
1978,1kmE4769N3129,5050663,35,1000
1978,1kmE4769N3129,5050879,38,1000
1978,1kmE4769N3129,5050990,23,1000
1978,1kmE4770N3127,1419182,5,1000
1978,1kmE4770N3127,5050663,17,1000
1978,1kmE4770N3127,5050879,20,1000
1978,1kmE4770N3127,5050990,12,1000
1978,1kmE4770N3128,1419182,18,1000
1978,1kmE4770N3128,5050663,43,1000
1978,1kmE4770N3128,5050879,54,1000
1978,1kmE4770N3128,5050990,34,1000
1978,1kmE4770N3129,5050879,1,1000
1978,1kmE4799N3220,5050990,1,1000
