kingdom	kingdomkey	phylum	phylumkey	class	classkey	order	orderkey	family	familykey	genus	genuskey	species	specieskey	year	eeacellcode	kingdomcount	phylumcount	classcount	ordercount	familycount	genuscount	occurrences	mintemporaluncertainty	mincoordinateuncertaintyinmeters
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Fontinalaceae	8756	Fontinalis	2673403	Fontinalis antipyretica	2673408	2023	1kmE5081N2150	1	1	1	1	1	1	1	60	5.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Fontinalaceae	8756	Fontinalis	2673403	Fontinalis antipyretica	2673408	2024	1kmE5088N2257	1	1	1	1	1	1	1	1	1.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Fontinalaceae	8756	Fontinalis	2673403	Fontinalis antipyretica	2673408	2025	1kmE5091N2140	1	1	1	1	1	1	1	60	4.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Fontinalaceae	8756	Fontinalis	2673403	Fontinalis antipyretica	2673408	2024	1kmE5094N2144	2	2	2	2	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Fontinalaceae	8756	Fontinalis	2673403	Fontinalis antipyretica	2673408	2018	1kmE5108N2236	1	1	1	1	1	1	1	86400	250.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Bartramia	2673464	Bartramia halleriana	5282460	2024	1kmE5104N2249	2	2	2	1	1	1	1	1	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Leucodontaceae	4664	Leucodon	2673548	Leucodon sciuroides	5282884	2024	1kmE5059N2271	1	1	1	1	1	1	1	1	5.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Leucodontaceae	4664	Leucodon	2673548	Leucodon sciuroides	5282884	2024	1kmE5074N2205	3	3	3	3	1	1	1	1	10.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Leucodontaceae	4664	Leucodon	2673548	Leucodon sciuroides	5282884	2024	1kmE5077N2184	3	3	3	3	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Leucodontaceae	4664	Leucodon	2673548	Leucodon sciuroides	5282884	2014	1kmE5101N2231	1	1	1	1	1	1	1	60	10000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Leucodontaceae	4664	Leucodon	2673548	Leucodon sciuroides	5282884	2025	1kmE5135N2220	1	1	1	1	1	1	1	1	4.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Thuidiaceae	4659	Thuidium	2673587	Thuidium assimile	2679480	2024	1kmE5105N2248	4	4	4	3	1	1	1	60	618.0
Plantae	6	Bryophyta	35	Bryopsida	327	Grimmiales	1337	Grimmiaceae	8747	Grimmia	2673623	Grimmia pulvinata	5281453	2020	1kmE5075N2180	1	1	1	1	1	1	1	1	27661.0
Plantae	6	Bryophyta	35	Bryopsida	327	Grimmiales	1337	Grimmiaceae	8747	Grimmia	2673623	Grimmia pulvinata	5281453	2024	1kmE5078N2150	4	4	4	1	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bryales	1333	Mniaceae	8742	Pohlia	2673641	Pohlia cruda	5282641	2024	1kmE5104N2248	2	2	2	1	1	1	1	1	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis calcarea	2676091	2021	1kmE5112N2244	6	6	6	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis fontana	2676100	2021	1kmE5113N2244	1	1	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis calcarea	2676091	2021	1kmE5143N2217	3	3	3	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis fontana	2676100	2021	1kmE5143N2220	1	1	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis fontana	2676100	2021	1kmE5144N2216	2	2	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis fontana	2676100	2021	1kmE5144N2218	3	3	3	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis seriata	2676224	2021	1kmE5145N2217	4	4	2	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis seriata	2676224	2021	1kmE5146N2216	2	2	2	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis calcarea	2676091	2021	1kmE5146N2218	1	1	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis calcarea	2676091	2021	1kmE5147N2216	1	1	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis calcarea	2676091	2021	1kmE5148N2216	2	2	2	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis seriata	2676224	2021	1kmE5148N2219	2	2	2	2	2	2	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis fontana	2676100	2021	1kmE5148N2219	2	2	2	2	2	2	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Philonotis	2676069	Philonotis calcarea	2676091	2021	1kmE5148N2220	3	3	3	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bartramiales	12239937	Bartramiaceae	8737	Plagiopus	2676240	Plagiopus oederianus	5282434	2016	1kmE5060N2271	4	4	3	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Timmiales	12191514	Timmiaceae	4631	Timmia	2676443	Timmia austriaca	5282506	2003	1kmE5048N2183	1	1	1	1	1	1	1	31536000	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Timmiales	12191514	Timmiaceae	4631	Timmia	2676443	Timmia bavarica	5710985	2004	1kmE5059N2270	1	1	1	1	1	1	1	31622400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Timmiales	12191514	Timmiaceae	4631	Timmia	2676443	Timmia austriaca	5282506	2004	1kmE5060N2271	2	2	2	1	1	1	1	31622400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bryales	1333	Bryaceae	8736	Bryum	2676502	Bryum argenteum	2676667	2024	1kmE5047N2173	1	1	1	1	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bryales	1333	Bryaceae	8736	Bryum	2676502	Bryum argenteum	2676667	2024	1kmE5062N2272	1	1	1	1	1	1	1	1	1.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bryales	1333	Bryaceae	8736	Bryum	2676502	Bryum argenteum	2676667	2023	1kmE5078N2149	2	2	2	1	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bryales	1333	Bryaceae	8736	Bryum	2676502	Bryum argenteum	2676667	2024	1kmE5078N2150	4	4	4	1	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Antitrichiaceae	10784874	Antitrichia	2678390	Antitrichia curtipendula	2678391	2024	1kmE5105N2248	4	4	4	3	1	1	1	60	31.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Neckeraceae	4665	Leptodon	2678421	Leptodon smithii	5282898	2022	1kmE5068N2206	1	1	1	1	1	1	1	60	1469.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Neckeraceae	4665	Leptodon	2678421	Leptodon smithii	5282898	2023	1kmE5073N2160	2	2	2	1	1	1	1	60	4.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Neckeraceae	4665	Leptodon	2678421	Leptodon smithii	5282898	2024	1kmE5074N2205	3	3	3	3	2	2	2	1	10.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Neckeraceae	4665	Leptodon	2678421	Leptodon smithii	5282898	2024	1kmE5077N2184	3	3	3	3	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Neckeraceae	4665	Leptodon	2678421	Leptodon smithii	5282898	2023	1kmE5082N2153	4	4	4	2	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Neckeraceae	4665	Leptodon	2678421	Leptodon smithii	5282898	2025	1kmE5084N2196	1	1	1	1	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Rhytidiaceae	4279441	Rhytidium	2679712	Rhytidium rugosum	2679713	2016	1kmE5061N2271	2	2	2	2	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Brachytheciaceae	4651	Scorpiurium	2679718	Scorpiurium deflexifolium	2679720	2011	1kmE5105N2247	1	1	1	1	1	1	1	2592000	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Brachytheciaceae	4651	Kindbergia	2679750	Kindbergia praelonga	4279479	2024	1kmE5077N2184	3	3	3	3	1	1	1	60	8.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Brachytheciaceae	4651	Rhynchostegiella	2679768	Rhynchostegiella tenuicaulis	2679808	2011	1kmE5106N2247	1	1	1	1	1	1	1	2592000	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Brachytheciaceae	4651	Oxyrrhynchium	2680202	Oxyrrhynchium hians	4279461	2023	1kmE5079N2150	1	1	1	1	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Pseudoleskeellaceae	10760369	Pseudoleskeella	2681344	Pseudoleskeella catenulata	2681352	2016	1kmE5059N2270	3	3	2	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Scorpidiaceae	4894159	Scorpidium	2681638	Scorpidium cossonii	2681639	2016	1kmE5059N2272	1	1	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Scorpidiaceae	4894159	Scorpidium	2681638	Scorpidium cossonii	2681639	2021	1kmE5060N2272	4	4	4	4	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Scorpidiaceae	4894159	Scorpidium	2681638	Scorpidium cossonii	2681639	2025	1kmE5062N2262	1	1	1	1	1	1	1	60	4.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Scorpidiaceae	4894159	Scorpidium	2681638	Scorpidium scorpioides	2681641	2021	1kmE5065N2267	2	2	2	2	2	2	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Scorpidiaceae	4894159	Scorpidium	2681638	Scorpidium cossonii	2681639	2021	1kmE5065N2267	2	2	2	2	2	2	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Scorpidiaceae	4894159	Scorpidium	2681638	Scorpidium scorpioides	2681641	2021	1kmE5067N2267	2	2	2	2	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Scorpidiaceae	4894159	Scorpidium	2681638	Scorpidium cossonii	2681639	2021	1kmE5111N2245	1	1	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Scorpidiaceae	4894159	Scorpidium	2681638	Scorpidium cossonii	2681639	2021	1kmE5112N2244	6	6	6	4	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Calliergonaceae	5838396	Calliergon	2681674	Calliergon giganteum	2681676	2021	1kmE5061N2272	4	4	4	4	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Calliergonaceae	5838396	Calliergon	2681674	Calliergon giganteum	2681676	2021	1kmE5144N2219	1	1	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Calliergonaceae	5838396	Calliergon	2681674	Calliergon cordifolium	2681678	2021	1kmE5146N2216	2	2	2	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Scorpidiaceae	4894159	Hamatocaulis	2681713	Hamatocaulis vernicosus	2681714	2021	1kmE5060N2271	2	2	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Scorpidiaceae	4894159	Hamatocaulis	2681713	Hamatocaulis vernicosus	2681714	2004	1kmE5060N2272	2	2	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Scorpidiaceae	4894159	Hamatocaulis	2681713	Hamatocaulis vernicosus	2681714	2021	1kmE5061N2272	4	4	4	4	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella commutata	2681729	2017	1kmE5029N2270	2	2	2	1	1	1	1	31536000	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella decipiens	2681728	2021	1kmE5064N2269	1	1	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella commutata	2681729	2024	1kmE5067N2178	1	1	1	1	1	1	1	1	1.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella decipiens	2681728	2021	1kmE5111N2244	1	1	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella decipiens	2681728	2021	1kmE5112N2243	1	1	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella falcata	8105978	2021	1kmE5112N2244	6	6	6	4	3	3	3	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella decipiens	2681728	2021	1kmE5112N2245	4	4	2	2	2	2	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella falcata	8105978	2021	1kmE5112N2245	4	4	2	2	2	2	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella decipiens	2681728	2021	1kmE5143N2217	3	3	3	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella decipiens	2681728	2021	1kmE5143N2219	1	1	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella decipiens	2681728	2021	1kmE5144N2217	2	2	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella decipiens	2681728	2021	1kmE5144N2218	3	3	3	2	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella commutata	2681729	2021	1kmE5145N2217	4	4	2	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella decipiens	2681728	2021	1kmE5148N2216	2	2	2	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella commutata	2681729	2021	1kmE5148N2217	3	3	3	3	3	3	3	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella decipiens	2681728	2021	1kmE5148N2218	3	3	3	3	3	3	3	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella decipiens	2681728	2021	1kmE5148N2220	3	3	3	2	2	2	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Palustriella	2681727	Palustriella falcata	8105978	2021	1kmE5148N2220	3	3	3	2	2	2	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Taxiphyllaceae	10797736	Taxiphyllum	2682644	Taxiphyllum densifolium	2682673	2011	1kmE5105N2249	2	2	2	2	1	1	1	2592000	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Brachytheciaceae	4651	Pseudoscleropodium	2682835	Pseudoscleropodium purum	2682836	2025	1kmE5023N2190	2	2	2	2	1	1	1	1	16.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Brachytheciaceae	4651	Pseudoscleropodium	2682835	Pseudoscleropodium purum	2682836	2016	1kmE5063N2182	5	5	5	3	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Brachytheciaceae	4651	Pseudoscleropodium	2682835	Pseudoscleropodium purum	2682836	2024	1kmE5077N2151	1	1	1	1	1	1	1	60	4.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Brachytheciaceae	4651	Pseudoscleropodium	2682835	Pseudoscleropodium purum	2682836	2024	1kmE5082N2146	1	1	1	1	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Brachytheciaceae	4651	Pseudoscleropodium	2682835	Pseudoscleropodium purum	2682836	2024	1kmE5083N2146	6	6	6	2	1	1	1	60	4.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Brachytheciaceae	4651	Pseudoscleropodium	2682835	Pseudoscleropodium purum	2682836	2024	1kmE5087N2145	1	1	1	1	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Brachytheciaceae	4651	Pseudoscleropodium	2682835	Pseudoscleropodium purum	2682836	2025	1kmE5090N2140	1	1	1	1	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Bryopsida	327	Buxbaumiales	1334	Buxbaumiaceae	4633	Buxbaumia	2682839	Buxbaumia viridis	2682851	2025	1kmE5058N2272	1	1	1	1	1	1	1	60	8.0
Plantae	6	Bryophyta	35	Bryopsida	327	Buxbaumiales	1334	Buxbaumiaceae	4633	Buxbaumia	2682839	Buxbaumia viridis	2682851	2016	1kmE5059N2271	2	2	2	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Polytrichopsida	12259753	Polytrichales	620	Polytrichaceae	4669	Pogonatum	2682962	Pogonatum urnigerum	2682986	2024	1kmE5057N2272	1	1	1	1	1	1	1	1	18.0
Plantae	6	Bryophyta	35	Polytrichopsida	12259753	Polytrichales	620	Polytrichaceae	4669	Pogonatum	2682962	Pogonatum nanum	2682983	2016	1kmE5059N2270	3	3	1	1	1	1	1	86400	1000.0
Plantae	6	Bryophyta	35	Polytrichopsida	12259753	Polytrichales	620	Polytrichaceae	4669	Pogonatum	2682962	Pogonatum urnigerum	2682986	2024	1kmE5061N2271	6	6	1	1	1	1	1	1	10.0
Plantae	6	Bryophyta	35	Polytrichopsida	12259753	Polytrichales	620	Polytrichaceae	4669	Pogonatum	2682962	Pogonatum urnigerum	2682986	2024	1kmE5104N2242	1	1	1	1	1	1	1	1	8.0
Plantae	6	Bryophyta	35	Polytrichopsida	12259753	Polytrichales	620	Polytrichaceae	4669	Pogonatum	2682962	Pogonatum urnigerum	2682986	2024	1kmE5104N2247	1	1	1	1	1	1	1	1	5.0
Plantae	6	Bryophyta	35	Polytrichopsida	12259753	Polytrichales	620	Polytrichaceae	4669	Pogonatum	2682962	Pogonatum urnigerum	2682986	2025	1kmE5105N2217	2	2	1	1	1	1	1	60	2.0
Plantae	6	Bryophyta	35	Polytrichopsida	12259753	Polytrichales	620	Polytrichaceae	4669	Polytrichum	2683053	Polytrichum juniperinum	2683092	2024	1kmE5059N2270	1	1	1	1	1	1	1	1	5.0
Plantae	6	Bryophyta	35	Bryopsida	327	Bryales	1333	Bryaceae	8736	Ptychostomum	3230073	Ptychostomum pseudotriquetrum	7459211	2016	1kmE5059N2271	2	2	2	1	1	1	1	86400	1000.0
