year	eqdgccellcode	kingdomkey	kingdom	familykey	family	specieskey	species	occurrences	mincoordinateuncertaintyinmeters	mintemporaluncertainty	familycount
2024	E008N54BA	1	Animalia	9379	Leporidae	2436940	Oryctolagus cuniculus	1	50	86400	45524
2024	E008N55BA	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	3	317	86400	34858
2024	E008N55DD	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	1	26	86400	15823
2024	E008N56CB	1	Animalia	5298	Cervidae	5220136	Dama dama	1	65	86400	34858
2024	E008N57DC	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	1000	1	34858
2024	E009N55AB	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	1	50	86400	34858
2024	E009N55BD	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	1	3	86400	23427
2024	E009N56AA	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	1	109	86400	23427
2024	E009N56BD	1	Animalia	5307	Mustelidae	2433875	Meles meles	1	8	1	23427
2024	E009N56DB	1	Animalia	5307	Mustelidae	5218887	Martes foina	1	3	1	23427
2024	E009N57DB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	14	1	34858
2024	E010N55AD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	62	60	34858
2024	E010N55DB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	20	86400	45524
2024	E010N56CA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	7	23.37	86400	45524
2024	E010N56DC	1	Animalia	5307	Mustelidae	2433875	Meles meles	1	780	86400	23427
2024	E010N57CC	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	8	3.54	60	34858
2024	E011N54BD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	7	50	86400	39284
2024	E011N55BB	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	5	9	1	15823
2024	E011N55DC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	20.83	86400	39284
2024	E012N55AB	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	1	65	86400	16848
2024	E012N55AD	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	370	86400	3807
2024	E012N55CA	1	Animalia	5298	Cervidae	5220136	Dama dama	1	738	1	34858
2024	E012N56CD	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	570	86400	9311
2023	E008N54BA	1	Animalia	5307	Mustelidae	5218823	Mustela vison	2	840	86400	23427
2023	E008N55AB	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	3	9	1	9311
2023	E008N55AD	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	2	50	86400	9311
2023	E008N55BC	1	Animalia	9469	Talpidae	7872906	Talpa europaea	1	272	60	753
2023	E008N55DA	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	8	14	60	39284
2023	E008N55DD	1	Animalia	9368	Vespertilionidae	5218507	Plecotus auritus	1	15.61	86400	16848
2023	E008N56AD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	5	86400	45524
2023	E008N56CA	1	Animalia	5298	Cervidae	5220136	Dama dama	1	302.79	86400	34858
2023	E008N56DA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	1	50	86400	34858
2023	E008N57CD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	1	1000	86400	39284
2023	E009N54BA	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	1	50	86400	39284
2023	E009N55AA	1	Animalia	9469	Talpidae	7872906	Talpa europaea	1	25	86400	753
2023	E009N55AD	1	Animalia	5307	Mustelidae	5218878	Martes martes	1	200	86400	23427
2023	E009N55BB	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	1	738	1	23427
2023	E009N55BD	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	6	201	86400	39284
2023	E009N55CB	1	Animalia	3240723	Cricetidae	2438616	Microtus agrestis	1	1000	1	1954
2023	E009N55DA	1	Animalia	5307	Mustelidae	2433875	Meles meles	3	50	86400	23427
2023	E009N55DD	1	Animalia	9701	Canidae	2434552	Nyctereutes procyonoides	1	1000	1	9311
2023	E009N56AD	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	2	50	86400	23427
2023	E009N56BB	1	Animalia	9469	Talpidae	7872906	Talpa europaea	1	5	86400	753
2023	E009N56CB	1	Animalia	5493	Castoridae	4409131	Castor fiber	2	5	86400	200
2023	E009N56CD	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	9.14	86400	9311
2023	E009N56DB	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	1	980	86400	23427
2023	E009N56DD	1	Animalia	5298	Cervidae	2440954	Cervus nippon	1	114.82	86400	34858
2023	E009N57CC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	1	990	86400	15823
2023	E009N57DD	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	1	4.97	86400	16848
2023	E010N54BA	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	1	11.96	86400	4493
2023	E010N55AA	1	Animalia	3240723	Cricetidae	4265185	Arvicola amphibius	7	930	86400	1954
2023	E010N55BA	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	2	5	86400	3807
2023	E010N55CB	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	19	0.5	1	15823
2023	E010N55DA	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	26	0.5	86400	15823
2023	E010N55DD	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	2	11.9	86400	3807
2023	E010N56AC	1	Animalia	5307	Mustelidae	5218878	Martes martes	1	5	86400	23427
2023	E010N56CA	1	Animalia	3240723	Cricetidae	5706764	Myodes glareolus	2	35	86400	1954
2023	E010N56CC	1	Animalia	9368	Vespertilionidae	5218524	Nyctalus noctula	1	0.5	86400	16848
2023	E010N56DA	1	Animalia	5298	Cervidae	5220136	Dama dama	1	803	86400	34858
2023	E010N56DC	1	Animalia	9469	Talpidae	7872906	Talpa europaea	1	0.5	86400	753
2023	E010N57BC	1	Animalia	5307	Mustelidae	2433875	Meles meles	1	230	86400	23427
2023	E010N57CB	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	1	820	86400	15823
2023	E010N57DB	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	4.84	86400	3807
2023	E011N54BA	1	Animalia	9368	Vespertilionidae	5218465	Pipistrellus pipistrellus	1	50	86400	16848
2023	E011N54BC	1	Animalia	5534	Soricidae	7571319	Sorex minutus	1	816	1	1360
2023	E011N55AC	1	Animalia	5307	Mustelidae	5218887	Martes foina	2	4	1	23427
2023	E011N55BA	1	Animalia	5307	Mustelidae	5218878	Martes martes	2	50	86400	23427
2023	E011N55BC	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	1	27	86400	34858
2023	E011N55CA	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	20	86400	39284
2023	E011N55DA	1	Animalia	5307	Mustelidae	5218887	Martes foina	1	50	86400	23427
2023	E011N55DD	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	3	5	60	39284
2023	E012N54AA	1	Animalia	9368	Vespertilionidae	5218465	Pipistrellus pipistrellus	13	3	86400	16848
2023	E012N54BA	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	5.36	86400	3807
2023	E012N55AB	1	Animalia	5493	Castoridae	4409131	Castor fiber	3	50	86400	200
2023	E012N55AC	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	7	0.5	1	3807
2023	E012N55BA	1	Animalia	9368	Vespertilionidae	2432564	Vespertilio murinus	2	50	86400	16848
2023	E012N55BC	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	3	3.76	86400	4493
2023	E012N55CA	1	Animalia	9469	Talpidae	7872906	Talpa europaea	1	12.69	86400	753
2023	E012N55CD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	3	15	86400	34858
2023	E012N56CD	1	Animalia	5307	Mustelidae	5218878	Martes martes	1	730	86400	23427
2023	E014N55DC	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	24	86400	3807
2022	E008N54BA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	2	30.7	86400	9311
2022	E008N55AC	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	37	3.79	1	34858
2022	E008N55BB	1	Animalia	3240723	Cricetidae	4265185	Arvicola amphibius	1	11.51	86400	1954
2022	E008N55BD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	3	75.17	86400	34858
2022	E008N55DB	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	1	800	86400	34858
2022	E008N55DD	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	2	1000	1	15823
2022	E008N56AD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	5	86400	45524
2022	E008N56CA	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	13	3	86400	23427
2022	E008N56CD	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	1	178.16	86400	34858
2022	E008N56DC	1	Animalia	5493	Castoridae	4409131	Castor fiber	1	100	86400	200
2022	E009N54AA	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	11	3	86400	23427
2022	E009N54BA	1	Animalia	5510	Muridae	7429082	Mus musculus	1	360	86400	4493
2022	E009N55AB	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	2	1000	1	3807
2022	E009N55AD	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	4	5	1	15823
2022	E009N55BB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	20	0.5	60	34858
2022	E009N55BD	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	4	113.14	86400	16848
2022	E009N55CB	1	Animalia	5307	Mustelidae	2433875	Meles meles	1	1000	1	23427
2022	E009N55CD	1	Animalia	9368	Vespertilionidae	5218465	Pipistrellus pipistrellus	3	113.14	86400	16848
2022	E009N55DA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	4	50	86400	45524
2022	E009N56AB	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	3	3	86400	23427
2022	E009N56BA	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	2	7	1	4493
2022	E009N56BC	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	1	25	86400	34858
2022	E009N56CB	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	3	3	1	9311
2022	E009N56DA	1	Animalia	9701	Canidae	2434552	Nyctereutes procyonoides	4	10	1	9311
2022	E009N56DB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	25	0.5	86400	34858
2022	E009N56DC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	9	4	1	15823
2022	E009N57BD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	5	36	1	34858
2022	E009N57DA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	3	20	86400	34858
2022	E009N58DD	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	1	1000	86400	19402
2022	E010N54BC	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	3	50	86400	45524
2022	E010N55AD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	11	19	86400	45524
2022	E010N55CB	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	1	1000	1	16848
2022	E010N55CD	1	Animalia	5510	Muridae	7429082	Mus musculus	1	24	1	4493
2022	E010N55DC	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	3	50	86400	19402
2022	E010N56AA	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	100	86400	3807
2022	E010N56BC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	660	86400	39284
2022	E010N56CB	1	Animalia	9469	Talpidae	7872906	Talpa europaea	3	9	1	753
2022	E010N56CC	1	Animalia	9368	Vespertilionidae	5707150	Pipistrellus pygmaeus	25	3	1	16848
2022	E010N56DB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	11	50	86400	45524
2022	E010N57AD	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	10	0.5	86400	23427
2022	E010N57BC	1	Animalia	9368	Vespertilionidae	5218471	Pipistrellus nathusii	6	113.14	86400	16848
2022	E010N57CC	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	6	10.98	86400	16848
2022	E010N57DA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	2	3	1	9311
2022	E011N54BA	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	2	3	86400	23427
2022	E011N54BC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	2	433	86400	39284
2022	E011N55AA	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	50	86400	39284
2022	E011N55AD	1	Animalia	5307	Mustelidae	5218887	Martes foina	1	50	86400	23427
2022	E011N55BB	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	1	50	86400	39284
2022	E011N55BD	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	8	113.14	86400	16848
2022	E011N55CA	1	Animalia	9368	Vespertilionidae	5707150	Pipistrellus pygmaeus	10	3	86400	16848
2022	E011N55CD	1	Animalia	9368	Vespertilionidae	2432564	Vespertilio murinus	4	3	86400	16848
2022	E011N55DB	1	Animalia	5307	Mustelidae	5218887	Martes foina	2	6	1	23427
2022	E011N56BC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	1000	1	39284
2022	E012N54AB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	50	86400	45524
2022	E012N55AA	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	3	5	1	3807
2022	E012N55AB	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	74	0.5	60	9311
2022	E012N55AD	1	Animalia	9368	Vespertilionidae	5218465	Pipistrellus pipistrellus	1	35	86400	16848
2022	E012N55BA	1	Animalia	5307	Mustelidae	5218823	Mustela vison	2	12	86400	23427
2022	E012N55BC	1	Animalia	5510	Muridae	5219833	Micromys minutus	1	7	1	4493
2022	E012N55CB	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	3	650	86400	39284
2022	E012N56CC	1	Animalia	3240723	Cricetidae	2438616	Microtus agrestis	1	890	86400	1954
2022	E012N56CD	1	Animalia	9368	Vespertilionidae	5218471	Pipistrellus nathusii	10	113.14	86400	16848
2022	E014N55DA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	4	710	86400	45524
2022	E014N55DD	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	4	0.5	86400	3807
2021	E008N54BB	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	2	225.34	86400	16848
2021	E008N55AC	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	7	50	86400	23427
2021	E008N55BA	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	2	50	86400	23427
2021	E008N55CB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	18	4	1	39284
2021	E008N55DB	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	2	50	86400	9311
2021	E008N56AC	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	3	50	86400	23427
2021	E008N56BC	1	Animalia	9368	Vespertilionidae	2432564	Vespertilio murinus	10	3	86400	16848
2021	E008N56CB	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	4	3	86400	16848
2021	E008N56DA	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	1	50	86400	23427
2021	E008N56DD	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	2	0.5	86400	4493
2021	E009N54AB	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	1	632.18	86400	16848
2021	E009N54BB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	241	1	39284
2021	E009N55AC	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	760	86400	23427
2021	E009N55BB	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	1	4	1	19402
2021	E009N55BC	1	Animalia	5307	Mustelidae	5218887	Martes foina	1	1000	86400	23427
2021	E009N55CB	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	1	311	1	39284
2021	E009N55DA	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	2	50	86400	19402
2021	E009N55DD	1	Animalia	5298	Cervidae	5220136	Dama dama	1	470	86400	34858
2021	E009N56AC	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	50	86400	23427
2021	E009N56BA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	2	9	86400	9311
2021	E009N56BC	1	Animalia	5534	Soricidae	8316400	Sorex araneus	1	165	1	1360
2021	E009N56CB	1	Animalia	9469	Talpidae	7872906	Talpa europaea	2	4	1	753
2021	E009N56DA	1	Animalia	5298	Cervidae	2440954	Cervus nippon	1	128.52	86400	34858
2021	E009N56DB	1	Animalia	9469	Talpidae	7872906	Talpa europaea	6	5	1	753
2021	E009N56DD	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	164	60	23427
2021	E009N57DA	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	6	7	1	15823
2021	E009N57DD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	22	8	1	34858
2021	E010N55AA	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	1	870	86400	4493
2021	E010N55AC	1	Animalia	5534	Soricidae	7571319	Sorex minutus	1	4	1	1360
2021	E010N55CA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	9	1	34858
2021	E010N55DA	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	1	406.18	86400	16848
2021	E010N55DC	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	2	400.08	86400	16848
2021	E010N56AA	1	Animalia	9368	Vespertilionidae	2432452	Myotis dasycneme	2	146.13	86400	16848
2021	E010N56AC	1	Animalia	5534	Soricidae	8316400	Sorex araneus	1	1000	86400	1360
2021	E010N56CB	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	1	673.98	86400	16848
2021	E010N56CC	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	7	5	86400	19402
2021	E010N56DA	1	Animalia	9614	Bovidae	2441184	Bison bonasus	1	250	86400	103
2021	E010N56DB	1	Animalia	5298	Cervidae	5220136	Dama dama	1	910	86400	34858
2021	E010N57AD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	2	50	86400	39284
2021	E010N57BC	1	Animalia	5307	Mustelidae	5218987	Mustela nivalis	3	50	86400	23427
2021	E010N57CC	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	2	50	86400	9311
2021	E011N54AA	1	Animalia	5298	Cervidae	2440954	Cervus nippon	1	1000	86400	34858
2021	E011N54BA	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	50	86400	23427
2021	E011N54BC	1	Animalia	9368	Vespertilionidae	5707150	Pipistrellus pygmaeus	1	699.09	86400	16848
2021	E011N55AB	1	Animalia	5534	Soricidae	8316400	Sorex araneus	1	50	86400	1360
2021	E011N55AD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	20	21.06	86400	45524
2021	E011N55BB	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	6	0.5	1	3807
2021	E011N55BD	1	Animalia	9368	Vespertilionidae	5707150	Pipistrellus pygmaeus	1	28.3	86400	16848
2021	E011N55CD	1	Animalia	9368	Vespertilionidae	2432582	Barbastella barbastellus	1	628.7	86400	16848
2021	E011N55DB	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	15	3	86400	16848
2021	E011N55DD	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	10	0.5	1	34858
2021	E012N54AA	1	Animalia	5307	Mustelidae	5218887	Martes foina	1	50	86400	23427
2021	E012N55AA	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	5	4	1	3807
2021	E012N55AB	1	Animalia	3240723	Cricetidae	5706764	Myodes glareolus	6	149	86400	1954
2021	E012N55AD	1	Animalia	9703	Felidae	2435035	Felis catus	3	50	86400	753
2021	E012N55BA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	109	4	60	34858
2021	E012N55BC	1	Animalia	5534	Soricidae	8316400	Sorex araneus	4	5	1	1360
2021	E012N55CC	1	Animalia	9368	Vespertilionidae	2432564	Vespertilio murinus	1	495.74	86400	16848
2021	E012N56CC	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	4	50	86400	19402
2021	E012N56CD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	3	30	86400	45524
2021	E014N55DB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	3	200	86400	45524
2021	E015N55CC	1	Animalia	5510	Muridae	7429082	Mus musculus	1	820	86400	4493
2020	E008N55AB	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	6	21	86400	9311
2020	E008N55BA	1	Animalia	9368	Vespertilionidae	2432452	Myotis dasycneme	1	320.5	86400	16848
2020	E008N55BD	1	Animalia	9701	Canidae	2434552	Nyctereutes procyonoides	1	860	86400	9311
2020	E008N55DB	1	Animalia	9368	Vespertilionidae	2432564	Vespertilio murinus	1	604.03	86400	16848
2020	E008N55DD	1	Animalia	9368	Vespertilionidae	5707150	Pipistrellus pygmaeus	1	681.64	86400	16848
2020	E008N56BA	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	1	0.5	86400	4493
2020	E008N56BD	1	Animalia	9368	Vespertilionidae	5218524	Nyctalus noctula	5	3	86400	16848
2020	E008N56CC	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	1	1000	1	9311
2020	E008N56DB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	3	50	86400	45524
2020	E008N57DC	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	410	86400	45524
2020	E009N54BB	1	Animalia	9701	Canidae	2434552	Nyctereutes procyonoides	1	1000	86400	9311
2020	E009N55AB	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	1	740	86400	34858
2020	E009N55BA	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	1	910	86400	23427
2020	E009N55BC	1	Animalia	9361	Phocoenidae	2440669	Phocoena phocoena	11	6	1	19402
2020	E009N55CA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	23	21	60	34858
2020	E009N55CB	1	Animalia	5534	Soricidae	8316400	Sorex araneus	3	5	1	1360
2020	E009N55DA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	50	86400	45524
2020	E009N56AB	1	Animalia	9701	Canidae	2434552	Nyctereutes procyonoides	2	1000	86400	9311
2020	E009N56BB	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	2	284.97	86400	16848
2020	E009N56BC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	5	850	60	15823
2020	E009N56CB	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	1	4	1	34858
2020	E009N56CD	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	8	750	86400	45524
2020	E009N56DB	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	1000	1	3807
2020	E009N56DC	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	5	50	86400	45524
2020	E009N57CD	1	Animalia	9368	Vespertilionidae	2432452	Myotis dasycneme	1	706.94	86400	16848
2020	E009N57DD	1	Animalia	5307	Mustelidae	2433753	Lutra lutra	1	50	86400	23427
2020	E010N54BA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	4	10	1	34858
2020	E010N55AA	1	Animalia	5534	Soricidae	8316400	Sorex araneus	5	10	1	1360
2020	E010N55BA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	1	106	86400	45524
2020	E010N55CB	1	Animalia	3240723	Cricetidae	5706764	Myodes glareolus	1	750	86400	1954
2020	E010N55DB	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	3	610	86400	34858
2020	E010N56AA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	21	5	1	9311
2020	E010N56BC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	2	203	1	39284
2020	E010N56CC	1	Animalia	5510	Muridae	2437756	Apodemus flavicollis	6	30	1	4493
2020	E010N56DA	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	5	86400	23427
2020	E010N56DC	1	Animalia	5534	Soricidae	8316400	Sorex araneus	1	12	60	1360
2020	E010N57BC	1	Animalia	5307	Mustelidae	5218887	Martes foina	1	20	86400	23427
2020	E010N57CC	1	Animalia	5310	Phocidae	2434793	Phoca vitulina	2	50	86400	39284
2020	E010N57DB	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	1	50	86400	3807
2020	E011N54BA	1	Animalia	5307	Mustelidae	5219019	Mustela erminea	1	50	86400	23427
2020	E011N54BC	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	12	13	1	34858
2020	E011N55AB	1	Animalia	3240723	Cricetidae	5706764	Myodes glareolus	1	10	1	1954
2020	E011N55BA	1	Animalia	9368	Vespertilionidae	2432564	Vespertilio murinus	1	319.28	86400	16848
2020	E011N55BC	1	Animalia	3240723	Cricetidae	5706764	Myodes glareolus	1	1000	86400	1954
2020	E011N55CB	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	15	3	86400	16848
2020	E011N55CD	1	Animalia	9368	Vespertilionidae	5218471	Pipistrellus nathusii	27	3	86400	16848
2020	E011N55DB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	10	23	86400	45524
2020	E011N56DD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	1	940	86400	39284
2020	E012N54AB	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	980	86400	23427
2020	E012N55AA	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	4	30	86400	23427
2020	E012N55AB	1	Animalia	5722	Erinaceidae	5219616	Erinaceus europaeus	8	0.5	86400	3807
2020	E012N55AD	1	Animalia	5310	Phocidae	2434806	Halichoerus grypus	1	0.5	86400	39284
2020	E012N55BA	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	3	50	86400	9311
2020	E012N55CA	1	Animalia	9368	Vespertilionidae	2432359	Eptesicus serotinus	1	760.36	86400	16848
2020	E012N55CC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	2	2	1	15823
2020	E012N56CC	1	Animalia	5534	Soricidae	8316400	Sorex araneus	3	8	1	1360
2020	E012N56DC	1	Animalia	9456	Sciuridae	8211070	Sciurus vulgaris	3	24	1	15823
2020	E015N54AA	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	4	60	86400	45524
2019	E008N54BB	1	Animalia	3240723	Cricetidae	4265185	Arvicola amphibius	1	680	86400	1954
2019	E008N55AD	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	4	122.62	86400	16848
2019	E008N55CB	1	Animalia	9379	Leporidae	7952072	Lepus europaeus	2	840	86400	45524
2019	E008N55DD	1	Animalia	5307	Mustelidae	2433875	Meles meles	1	50	86400	23427
2019	E008N56AD	1	Animalia	5307	Mustelidae	5218911	Mustela putorius	1	50	86400	23427
2019	E008N56CC	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	50	86400	34858
2019	E008N56DB	1	Animalia	5298	Cervidae	5220136	Dama dama	10	50	86400	34858
2019	E009N54AA	1	Animalia	5298	Cervidae	5220126	Capreolus capreolus	2	720	86400	34858
2019	E009N55AA	1	Animalia	5298	Cervidae	5220136	Dama dama	10	24	86400	34858
2019	E009N55BA	1	Animalia	9368	Vespertilionidae	2432439	Myotis daubentonii	1	716.24	86400	16848
2019	E009N55BB	1	Animalia	9701	Canidae	5219243	Vulpes vulpes	7	3	86400	9311
